身份证号码,出生日期,性别,年龄,出生地
511502200510141274,2005/10/14,男,19,四川省 宜宾市 翠屏区
51152319580201067X,1958/2/1,男,66,四川省 宜宾市 江安县
510184200011231752,2000/11/23,男,24,四川省 成都市 崇州市
510802195107144012,1951/7/14,男,73,四川省 广元市 利州区
513337200209221938,2002/9/22,男,22,四川省 甘孜藏族自治州 稻城县
513221202111044833,2021/11/4,男,3,四川省 阿坝藏族羌族自治州 汶川县
511602199412066530,1994/12/6,男,30,四川省 广安市 广安区
510703200802089013,2008/2/8,男,16,四川省 绵阳市 涪城区
513328197011047953,1970/11/4,男,54,四川省 甘孜藏族自治州 甘孜县
511525198901167097,1989/1/16,男,35,四川省 宜宾市 高县
513429198106119434,1981/6/11,男,43,四川省 凉山彝族自治州 布拖县
511322199309221079,1993/9/22,男,31,四川省 南充市 营山县
513221201911129398,2019/11/12,男,5,四川省 阿坝藏族羌族自治州 汶川县
51343319521220959X,1952/12/20,男,71,四川省 凉山彝族自治州 冕宁县
511525201410240370,2014/10/24,男,10,四川省 宜宾市 高县
511528199308197010,1993/8/19,男,31,四川省 宜宾市 兴文县
51170219660423545X,1966/4/23,男,58,四川省 达州市 通川区
511504199707060838,1997/7/6,男,27,四川省 宜宾市 叙州区
511132194506201770,1945/6/20,男,79,四川省 乐山市 峨边彝族自治县
51062319781213547X,1978/12/13,男,46,四川省 德阳市 中江县
51343019610303575X,1961/3/3,男,63,四川省 凉山彝族自治州 金阳县
511526201302070155,2013/2/7,男,11,四川省 宜宾市 珙县
513430195212235932,1952/12/23,男,71,四川省 凉山彝族自治州 金阳县
51330120120305695X,2012/3/5,男,12,四川省 甘孜藏族自治州 康定市
512021202405243430,2024/5/24,男,0,四川省 资阳市 安岳县
513221201807202858,2018/7/20,男,6,四川省 阿坝藏族羌族自治州 汶川县
510114197706242438,1977/6/24,男,47,四川省 成都市 新都区
510503195011278358,1950/11/27,男,74,四川省 泸州市 纳溪区
51068219791101733X,1979/11/1,男,45,四川省 德阳市 什邡市
511703197611176313,1976/11/17,男,48,四川省 达州市 达川区
510181200303164556,2003/3/16,男,21,四川省 成都市 都江堰市
513332198204260039,1982/4/26,男,42,四川省 甘孜藏族自治州 石渠县
511526195404177019,1954/4/17,男,70,四川省 宜宾市 珙县
513223201612171759,2016/12/17,男,8,四川省 阿坝藏族羌族自治州 茂县
513433198708114037,1987/8/11,男,37,四川省 凉山彝族自治州 冕宁县
51081220031218129X,2003/12/18,男,20,四川省 广元市 朝天区
510113195211160371,1952/11/16,男,72,四川省 成都市 青白江区
510981199012105431,1990/12/10,男,34,四川省 遂宁市 射洪市
51192219700606337X,1970/6/6,男,54,四川省 巴中市 南江县
511527200503224116,2005/3/22,男,19,四川省 宜宾市 筠连县
51323319600414449X,1960/4/14,男,64,四川省 阿坝藏族羌族自治州 红原县
510421199210265176,1992/10/26,男,32,四川省 攀枝花市 米易县
513222195005165854,1950/5/16,男,74,四川省 阿坝藏族羌族自治州 理县
511002198503061279,1985/3/6,男,39,四川省 内江市 市中区
510726196411059250,1964/11/5,男,60,四川省 绵阳市 北川羌族自治县
510503200704082298,2007/4/8,男,17,四川省 泸州市 纳溪区
511002198609278310,1986/9/27,男,38,四川省 内江市 市中区
513335200412112419,2004/12/11,男,20,四川省 甘孜藏族自治州 巴塘县
511527199011039111,1990/11/3,男,34,四川省 宜宾市 筠连县
513428199912024876,1999/12/2,男,25,四川省 凉山彝族自治州 普格县
513327196108196698,1961/8/19,男,63,四川省 甘孜藏族自治州 炉霍县
512002198803157775,1988/3/15,男,36,四川省 资阳市 雁江区
513223195912089054,1959/12/8,男,65,四川省 阿坝藏族羌族自治州 茂县
510812201312218616,2013/12/21,男,10,四川省 广元市 朝天区
510504196705057817,1967/5/5,男,57,四川省 泸州市 龙马潭区
511623197003135497,1970/3/13,男,54,四川省 广安市 邻水县
511602196304031716,1963/4/3,男,61,四川省 广安市 广安区
513221195212047539,1952/12/4,男,72,四川省 阿坝藏族羌族自治州 汶川县
513325198305080594,1983/5/8,男,41,四川省 甘孜藏族自治州 雅江县
510821201510311930,2015/10/31,男,9,四川省 广元市 旺苍县
513425198102241293,1981/2/24,男,43,四川省 凉山彝族自治州 会理县
510502200610247251,2006/10/24,男,18,四川省 泸州市 江阳区
511304202411052074,2024/11/5,男,0,四川省 南充市 嘉陵区
510411199207293579,1992/7/29,男,32,四川省 攀枝花市 仁和区
510303196812168515,1968/12/16,男,56,四川省 自贡市 贡井区
510821194810283297,1948/10/28,男,76,四川省 广元市 旺苍县
510107198709135639,1987/9/13,男,37,四川省 成都市 武侯区
511381197607073554,1976/7/7,男,48,四川省 南充市 阆中市
510116197809056972,1978/9/5,男,46,四川省 成都市 双流区
510422196911141451,1969/11/14,男,55,四川省 攀枝花市 盐边县
510132198909266453,1989/9/26,男,35,四川省 成都市 新津县
510522196005155478,1960/5/15,男,64,四川省 泸州市 合江县
511523199411124352,1994/11/12,男,30,四川省 宜宾市 江安县
511702197209233598,1972/9/23,男,52,四川省 达州市 通川区
513225201306025051,2013/6/2,男,11,四川省 阿坝藏族羌族自治州 九寨沟县
511325196404220037,1964/4/22,男,60,四川省 南充市 西充县
510129197509212314,1975/9/21,男,49,四川省 成都市 大邑县
510603195610263575,1956/10/26,男,68,四川省 德阳市 旌阳区
511623197608091212,1976/8/9,男,48,四川省 广安市 邻水县
511424196002099894,1960/2/9,男,64,四川省 眉山市 丹棱县
512022197112120659,1971/12/12,男,53,四川省 资阳市 乐至县
513324196503014357,1965/3/1,男,59,四川省 甘孜藏族自治州 九龙县
513433198011222791,1980/11/22,男,44,四川省 凉山彝族自治州 冕宁县
510302198112123853,1981/12/12,男,43,四川省 自贡市 自流井区
510121196601197414,1966/1/19,男,58,四川省 成都市 金堂县
511303196310174895,1963/10/17,男,61,四川省 南充市 高坪区
632623201111010891,2011/11/1,男,13,青海省 果洛藏族自治州 甘德县
63020320190405799X,2019/4/5,男,5,青海省 海东市 平安区
632623196005052795,1960/5/5,男,64,青海省 果洛藏族自治州 甘德县
632726201502072875,2015/2/7,男,9,青海省 玉树藏族自治州 曲麻莱县
632803195401168619,1954/1/16,男,70,青海省 海西蒙古族藏族自治州 茫崖市
632224201312012054,2013/12/1,男,11,青海省 海北藏族自治州 刚察县
632701196610149891,1966/10/14,男,58,青海省 玉树藏族自治州 玉树市
632821195104023379,1951/4/2,男,73,青海省 海西蒙古族藏族自治州 乌兰县
632324200409271010,2004/9/27,男,20,青海省 黄南藏族自治州 河南蒙古族自治县
630121199610219815,1996/10/21,男,28,青海省 西宁市 大通回族土族自治县
632724196302062633,1963/2/6,男,61,青海省 玉树藏族自治州 治多县
63262419710529491X,1971/5/29,男,53,青海省 果洛藏族自治州 达日县
632803200810067417,2008/10/6,男,16,青海省 海西蒙古族藏族自治州 茫崖市
632803195012105999,1950/12/10,男,74,青海省 海西蒙古族藏族自治州 茫崖市
632821194707142073,1947/7/14,男,77,青海省 海西蒙古族藏族自治州 乌兰县
630202199401285118,1994/1/28,男,30,青海省 海东市 乐都区
630122201108237272,2011/8/23,男,13,青海省 西宁市 湟中县
630223194507285377,1945/7/28,男,79,青海省 海东市 互助土族自治县
630202195405289134,1954/5/28,男,70,青海省 海东市 乐都区
632626202102027732,2021/2/2,男,3,青海省 果洛藏族自治州 玛多县
632622201106113910,2011/6/11,男,13,青海省 果洛藏族自治州 班玛县
632523195106083953,1951/6/8,男,73,青海省 海南藏族自治州 贵德县
632321195512205596,1955/12/20,男,68,青海省 黄南藏族自治州 同仁县
632525196403247034,1964/3/24,男,60,青海省 海南藏族自治州 贵南县
632722201004083656,2010/4/8,男,14,青海省 玉树藏族自治州 杂多县
630104194508255933,1945/8/25,男,79,青海省 西宁市 城西区
632322199601167936,1996/1/16,男,28,青海省 黄南藏族自治州 尖扎县
632224196706110956,1967/6/11,男,57,青海省 海北藏族自治州 刚察县
632621199009158096,1990/9/15,男,34,青海省 果洛藏族自治州 玛沁县
632822202311243111,2023/11/24,男,1,青海省 海西蒙古族藏族自治州 都兰县
630102199911168274,1999/11/16,男,25,青海省 西宁市 城东区
630222194709187357,1947/9/18,男,77,青海省 海东市 民和回族土族自治县
632625202302247215,2023/2/24,男,1,青海省 果洛藏族自治州 久治县
63280219831208113X,1983/12/8,男,41,青海省 海西蒙古族藏族自治州 德令哈市
632622196203176995,1962/3/17,男,62,青海省 果洛藏族自治州 班玛县
630203196911245370,1969/11/24,男,55,青海省 海东市 平安区
630105194909269056,1949/9/26,男,75,青海省 西宁市 城北区
63012220190302353X,2019/3/2,男,5,青海省 西宁市 湟中县
630122198404056797,1984/4/5,男,40,青海省 西宁市 湟中县
632723195302191514,1953/2/19,男,71,青海省 玉树藏族自治州 称多县
630123201607268491,2016/7/26,男,8,青海省 西宁市 湟源县
630103197304144737,1973/4/14,男,51,青海省 西宁市 城中区
632622202308209771,2023/8/20,男,1,青海省 果洛藏族自治州 班玛县
632626199011078679,1990/11/7,男,34,青海省 果洛藏族自治州 玛多县
632701196608272479,1966/8/27,男,58,青海省 玉树藏族自治州 玉树市
632821195603127818,1956/3/12,男,68,青海省 海西蒙古族藏族自治州 乌兰县
632524198006135373,1980/6/13,男,44,青海省 海南藏族自治州 兴海县
630104196509123173,1965/9/12,男,59,青海省 西宁市 城西区
632221195806027670,1958/6/2,男,66,青海省 海北藏族自治州 门源回族自治县
63022420020320611X,2002/3/20,男,22,青海省 海东市 化隆回族自治县
632822198802011877,1988/2/1,男,36,青海省 海西蒙古族藏族自治州 都兰县
632725197212318915,1972/12/31,男,51,青海省 玉树藏族自治州 囊谦县
630121199802138331,1998/2/13,男,26,青海省 西宁市 大通回族土族自治县
632224194805110696,1948/5/11,男,76,青海省 海北藏族自治州 刚察县
632726202003308577,2020/3/30,男,4,青海省 玉树藏族自治州 曲麻莱县
632723199301230516,1993/1/23,男,31,青海省 玉树藏族自治州 称多县
632625195501184752,1955/1/18,男,69,青海省 果洛藏族自治州 久治县
630223195812193959,1958/12/19,男,65,青海省 海东市 互助土族自治县
632722199009138257,1990/9/13,男,34,青海省 玉树藏族自治州 杂多县
632625201808128518,2018/8/12,男,6,青海省 果洛藏族自治州 久治县
630105198309158051,1983/9/15,男,41,青海省 西宁市 城北区
632622198104242597,1981/4/24,男,43,青海省 果洛藏族自治州 班玛县
632621198810076331,1988/10/7,男,36,青海省 果洛藏族自治州 玛沁县
630122200409161596,2004/9/16,男,20,青海省 西宁市 湟中县
630224194903295776,1949/3/29,男,75,青海省 海东市 化隆回族自治县
632802201005292898,2010/5/29,男,14,青海省 海西蒙古族藏族自治州 德令哈市
632524200510230855,2005/10/23,男,19,青海省 海南藏族自治州 兴海县
632323200612232918,2006/12/23,男,17,青海省 黄南藏族自治州 泽库县
63262219760914615X,1976/9/14,男,48,青海省 果洛藏族自治州 班玛县
632521196004108250,1960/4/10,男,64,青海省 海南藏族自治州 共和县
632521197411250216,1974/11/25,男,50,青海省 海南藏族自治州 共和县
632221196912309617,1969/12/30,男,54,青海省 海北藏族自治州 门源回族自治县
632321200708059619,2007/8/5,男,17,青海省 黄南藏族自治州 同仁县
632323197605175711,1976/5/17,男,48,青海省 黄南藏族自治州 泽库县
632525198411038696,1984/11/3,男,40,青海省 海南藏族自治州 贵南县
632822198906162258,1989/6/16,男,35,青海省 海西蒙古族藏族自治州 都兰县
632322197208041414,1972/8/4,男,52,青海省 黄南藏族自治州 尖扎县
632524201505118134,2015/5/11,男,9,青海省 海南藏族自治州 兴海县
630222195608123893,1956/8/12,男,68,青海省 海东市 民和回族土族自治县
63272619690111643X,1969/1/11,男,55,青海省 玉树藏族自治州 曲麻莱县
632822198110299291,1981/10/29,男,43,青海省 海西蒙古族藏族自治州 都兰县
630121202007159912,2020/7/15,男,4,青海省 西宁市 大通回族土族自治县
632802199610031119,1996/10/3,男,28,青海省 海西蒙古族藏族自治州 德令哈市
632521195504078495,1955/4/7,男,69,青海省 海南藏族自治州 共和县
630123197411280078,1974/11/28,男,50,青海省 西宁市 湟源县
632223200009073291,2000/9/7,男,24,青海省 海北藏族自治州 海晏县
632625200405256852,2004/5/25,男,20,青海省 果洛藏族自治州 久治县
630121195112015811,1951/12/1,男,73,青海省 西宁市 大通回族土族自治县
632322198710023777,1987/10/2,男,37,青海省 黄南藏族自治州 尖扎县
632323199010077038,1990/10/7,男,34,青海省 黄南藏族自治州 泽库县
632525195510300457,1955/10/30,男,69,青海省 海南藏族自治州 贵南县
632625199904191971,1999/4/19,男,25,青海省 果洛藏族自治州 久治县
63012119760908191X,1976/9/8,男,48,青海省 西宁市 大通回族土族自治县
632521199904182257,1999/4/18,男,25,青海省 海南藏族自治州 共和县
630222196810293858,1968/10/29,男,56,青海省 海东市 民和回族土族自治县
632222202008082877,2020/8/8,男,4,青海省 海北藏族自治州 祁连县
63010519571028195X,1957/10/28,男,67,青海省 西宁市 城北区
632822200409121391,2004/9/12,男,20,青海省 海西蒙古族藏族自治州 都兰县
63012119981118601X,1998/11/18,男,26,青海省 西宁市 大通回族土族自治县
632701200601242057,2006/1/24,男,18,青海省 玉树藏族自治州 玉树市
654324198912310414,1989/12/31,男,34,新疆维吾尔自治区 阿勒泰地区 哈巴河县
652701196806286074,1968/6/28,男,56,新疆维吾尔自治区 博尔塔拉蒙古自治州 博乐市
653201201004088698,2010/4/8,男,14,新疆维吾尔自治区 和田地区 和田市
654223196307085676,1963/7/8,男,61,新疆维吾尔自治区 塔城地区 沙湾县
652922198704149433,1987/4/14,男,37,新疆维吾尔自治区 阿克苏地区 温宿县
654028200609248434,2006/9/24,男,18,新疆维吾尔自治区 伊犁哈萨克自治州 尼勒克县
653121198408020492,1984/8/2,男,40,新疆维吾尔自治区 喀什地区 疏附县
65312819810201983X,1981/2/1,男,43,新疆维吾尔自治区 喀什地区 岳普湖县
652825198306204373,1983/6/20,男,41,新疆维吾尔自治区 巴音郭楞蒙古自治州 且末县
654201199401297830,1994/1/29,男,30,新疆维吾尔自治区 塔城地区 塔城市
